Externe Nr;Kurzname;X-Koordinate;Y-Koordinate;Z-Koordinate;Langname;Übersetzung
16303;AKUP;10,326808650;53,762401040;;Kupfermühle;
15792;AKX;8,676915589;54,861824710;;Klanxbüll;
16311;AL;10,669512810;53,867866730;;Lübeck Hbf;
10975;ALA;9,924409820;53,581704660;;Hmb-Langenfd Bbf;
638361;ALAA;9,920549745;53,586739780;;Hmb-Langenf Abzw;
11577;ALAU;10,567403050;53,369365540;;Lauenburg (Elbe);
16824;ALB;10,697224500;53,804943930;;Lübeck Flughafen;
11734;ALBG;10,419968230;53,249737630;;Lüneburg;
911759;ALBGG;;;;Lüneburg Gbf;
107390;ALD A;;;;Lübeck IKEA Abzw;
910278;ALD G;;;;L-Dänischbg Gbf;
11486;ALE;10,912735190;53,169158510;;Leitstade;
15693;ALG;8,946194035;54,686580620;;Langenhorn/Schl;
15719;ALH;8,870126390;54,757774070;;Lindholm;
15875;ALHG;8,753220881;54,822034710;;Lehnshallig;
108704;ALHS;10,689023090;53,830513140;;L Hochschulstadt;
107739;ALKG;;;;L-Konstinbf DBGr;
200774;MANE;11,901694800;48,293463180;;Altenerding;
361758;MANG;11,238874600;48,724095850;;Neuburg-Grünau;
206037;MANH;11,533387950;48,143423690;;Mü-Neuhausen;
206078;MANL;11,481356621;48,159387106;;Mü-Neulustheim;
206086;MANY;11,493458748;48,146331469;;Mü-Nymphenburg;
20693;MAOB;10,872521230;48,380770970;;Augsb-Oberhausen;
206094;MAOZ;11,481013298;48,156638826;;Mü-Obermenz Abzw;
200477;MAPF;12,410919050;48,253953450;;Ampfing;
853382;MAPL;11,410806900;48,101679660;;Planegg Awanst;
203554;MARS;12,136367400;47,838276430;;Rosenheim Süd;
201731;MART;12,138618740;47,847808150;;Rosenheim Ost;
201533;MASC;12,325595380;47,779157450;;Aschau/Chiemgau;
159244;MASE;11,462388039;48,783568503;;Schmidtmühle;
361790;MASH;11,373948010;48,679028170;;Scherm;
22426;MASI;10,109985560;48,161199090;;Altenstadt/Iller;
21923;MASL;10,844961580;47,944346990;;Asch-Leeder;
339358;MAST;12,627510290;47,893251250;;Traunstein Stadt;
200394;MAT;12,674651670;48,221297140;;Altötting;
264473;MATH;12,197896870;48,584014160;;Altheim/Nbay;
201368;MATM;12,536029930;47,999822650;;Altenmarkt/Alz;
23770;MATS;10,280918710;47,488525810;;Altstädten/Allg;
668699;MAUG;11,472565060;48,178131000;;Untermenzing;
202440;MAY;11,769201020;47,969086160;;Aying;
912327;MBAA;11,639817970;48,134423970;;Mü-Berg a L Abzw;
205070;MBAB;11,480367690;48,019045150;;Baierbrunn;
913490;MBAE;11,461124030;48,673664590;;Baar-Ebenhausen;
202523;MBAI;12,004107330;47,862034340;;Bad Aibling;
720987;MBAK;12,013814070;47,857598800;;B Aibl Kurpark;
843912;MBAL;11,633440740;48,133931350;;Mü-Berg a Laim;
203844;MBAU;11,224192050;48,160193040;;Buchenau/Obb;
201814;MBB;12,106891000;47,741076020;;Brannenburg;
204578;MBCN;11,382088270;48,278896420;;Bachern;
202077;MBDH;11,786989770;48,099187270;;Baldham;
201434;MBE;12,592839800;47,825283480;;Bergen (Oberbay);
201566;MBEF;12,301763820;47,904888620;;Bad Endorf (Obb);
203182;MBEN;11,403105790;47,709113530;;Benediktbeuern;
203117;MBER;11,283665330;47,861336790;;Bernried;
200972;MBG;12,999211630;47,626437050;;Berchtesgad Hbf;
20503;MBGH;11,027081230;48,701094040;;Burgheim;
200410;MBGK;12,727893570;48,166721250;;Burgkirchen;
201038;MBGM;12,895333780;47,720378420;;Bayerisch Gmain;
21022;MBGU;10,427045110;48,424697930;;Burgau (Schwab);
205195;MBHA;11,496742930;48,030715100;;Buchenhain;
20552;MBHM;10,810381160;48,679788080;;Bäumenheim;
265140;MBHT;13,323026140;48,494817440;;Bad Höhenstadt;
201004;MBI;12,960302220;47,651815890;;Bischofswiesen;
265231;MBIB;13,073958420;48,432949370;;Bad Birnbach;
203174;MBIC;11,408787070;47,723844410;;Bichl;
806299;MBID;12,646707020;47,771516800;;Bibelöd;
22897;MBIH;10,640557330;47,829909450;;Biessenhofen;
911631;MBIHA;10,642519700;47,834255700;;Biessenhofen Abz;
911630;MBIHH;10,640350360;47,830001370;;Biessenhofen Hp;
20974;MBIN;10,358176520;48,275558530;;Billenhausen;
252742;SSM;6,953251813;49,231818340;;Saarbr Messebf.;
251363;SSMR;6,859654308;49,929710370;;Salmrohr;
647222;SSMT;6,839894646;49,921865900;;Salmtal;
254680;SSO;7,019180632;49,230130690;;Saarbrücken Ost;
252692;SSOB;7,650029745;49,782900280;;Bad Sobernheim;
253575;SSOF;6,581229438;49,636576850;;Schoden-Ockfen;
692376;SSOP;7,636117250;49,785634240;;Sobernh Polymer;
251579;SSPE;6,615848015;49,928947400;;Speicher;
911833;SSR G;;;;Saarbr Rbf Hgbf;
910242;SSR M;;;;Saarbr Rbf Mitte;
241554;SSR N;;;;Saarbr Rbf Nord;
910244;SSR O;;;;Saarbr Rbf Ost;
911834;SSR W;;;;Saarbr Rbf West;
252601;SST;7,768546717;49,945944120;;Stromberg/Hunsr.;
913287;SST G;;;;Stromberg Einf;
197467;SSTA;7,651675346;49,316345390;;Steinalben;
107013;SSTB;7,456709726;49,239087700;;Stambach;
252684;SSTH;7,693091990;49,780572810;;Staudernheim;
251629;SSTO;6,601025625;50,069811300;;St Thomas;
197475;SSTW;7,524782079;49,454191080;;Steinwenden;
254672;SSU;7,049233281;49,227931990;;Schafbrücke;
252965;SSWD;7,165334744;49,467046000;;St Wendel;
251405;SSWE;6,740309330;49,831133580;;Schweich DB;
252619;SSWH;7,795109960;49,928724090;;Schweppenhausen;
254383;SSWL;7,129577950;49,363633240;;Schiffweiler;
254227;SSZ;7,054598543;49,299334690;;Sulzbach (Saar);
254235;SSZA;7,078329430;49,311081560;;Sulzb-Altenw;
253542;STB;6,601444784;49,552472560;;Taben;
251041;STK;7,299729768;50,180058400;;Treis-Karden;
252916;STM;7,114891456;49,580296320;;Türkismühle;
197509;STN;7,448408170;49,519047300;;Theisbergstegen;
251819;STR;6,652241650;49,756841580;;Trier Hbf;
911363;STR N;;;;Trier Hbf Nord;
251835;STRS;6,636615944;49,744643760;;Trier Süd;
251470;STRW;6,623603880;49,752019490;;Trier West;
251884;STS;6,462470043;49,688506570;;Temmels;
251181;STT;7,121570418;49,951695900;;Traben Trarb DB;
197483;STWF;7,578131444;49,261359840;;Thaleischw-Frö;
251140;SUG;7,004973717;49,996007630;;Ürzig DB;
329185;SURM;7,131260067;50,256231210;;Urmersbach;
197517;SUSZ;7,663651741;49,522463660;;Untersulzbach;
253500;SUZD;6,602850978;50,102769370;;Usch-Zendscheid;
253658;SVL;6,848142320;49,249066120;;Völklingen;
253674;SVLW;6,828010400;49,268186440;;Völkl Walzw Abzw;
197095;SVO;7,706047307;49,438611920;;Vogelweh;
913709;SVWG;6,827038220;49,269044950;;Völklin DB/Walzw;
197533;SWAB;7,652028507;49,288539550;;Waldfischbach;
251868;SWAS;6,537152762;49,708491050;;Wasserliesch;
254706;SWB;7,193243543;49,244224890;;Würzbach (Saar);
251926;SWE;6,376938200;49,586243020;;Wehr (Mosel);
197566;SWFS;7,610263408;49,584263050;;Wolfstein;
204891;MNF;11,660654890;48,321328340;;Neufahrn b Frei;
20834;MNFG;10,345109190;48,482914640;;Neuoffingen;
263400;MNFR;12,190370590;48,729875280;;Neufahrn/Nbay;
205716;MNGH;11,288917940;48,099112700;;Neugilching;
23754;MNHN;9,612453995;47,575318050;;Nonnenhorn;
265124;MNK;13,370416890;48,517757840;;Neukirchen (Inn);
20156;MNL;10,497877440;48,850715290;;Nördlingen;
107412;MNLG;10,501840560;48,861483980;;Nördl DB-Gr (DZ);
263426;MNLH;12,237831020;48,762515480;;Niederlindhart;
20891;MNM;10,005796060;48,393377760;;Neu-Ulm;
200170;MNN;12,691118500;48,261240950;;Neuötting;
20628;MNOD;10,837304300;48,593440700;;Nordendorf;
205583;MNPS;11,645302700;48,088550540;;Mü-Neuperl Süd;
263749;MNR;12,502973880;48,361389500;;Neumarkt-St Veit;
107384;MNRG;;;;Neumarkt DB-Gr;
204594;MNRO;11,390036700;48,320902130;;Niederroth;
22186;MNRU;10,374526310;48,221300200;;Niederraunau;
101006;EPRN;7,539734120;51,588109000;;Preußen;
105411;EPVP;7,249168520;51,485463910;;Prinz v Preußen;
104060;EQHF;;;;Herdorf RP/NRW;
107916;EQL O;;;;Quelle Ost;
107918;EQL W;;;;Quelle West;
627935;EQLK;8,475794460;51,994280970;;Quelle Kupferh;
104096;EQLS;;;;Bad Laasphe LGr;
104215;EQND;;;;Niederscheld LGr;
104061;EQNI;;;;Niederdressd LGr;
104063;EQRU;;;;Rudersdorf LGr;
104064;EQWB;;;;Westbarthsn LGr;
214627;ERAE;7,867539010;51,965864490;;Raestrup-Eversw;
136085;ERDW;8,286436475;51,857306140;;Rheda-Wiedenbr;
101386;ERE;7,203273857;51,616089800;;Recklinghsn Hbf;
105452;EREH;7,447093740;51,352049190;;Rehsiepen;
211383;EREK;7,049919102;51,801823130;;Reken;
101402;ERES;7,195690756;51,562125100;;Recklinghsn Süd;
210617;ERFE;7,564634913;52,133831880;;Reckenfeld;
102566;ERHA;6,948349092;51,751037800;;Rhade;
637819;ERHI;7,214362980;51,604125210;;Re-Hillen;
100156;ERHO;7,219630280;51,598976970;;Recklinghsn Ost;
100719;ERHY;7,875604320;51,643938350;;Rhynern;
211953;ERIG;7,877270901;52,137631150;;Ringel;
210567;ERIK;7,689375309;51,844379010;;Rinkerode;
341461;ERKS;;;;Rekostein;
85696;ERMA;8,368224730;51,034021430;;Raumland-Markhsn;
134593;ERMH;8,907026381;51,912765080;;Remmighausen;
83725;EROL;7,528354684;51,277780440;;Rummenohl;
105478;ERTL;6,799796510;51,456556520;;Ruhrtal;
82438;ERUD;8,143940002;50,839217930;;Rudersdorf;
107531;BSTH;13,232120430;52,317172820;;Ludwigsf-Struves;
32664;BSTN;13,907897472;52,589484046;;Strausberg Nord;
32656;BSTR;13,887913674;52,576541868;;Strausberg Stadt | Hp;
857896;BSTV;13,835621490;52,532041530;;Strausberg S-B;
33159;BSTW;13,920800620;52,251635900;;Storkow (Mark);
857904;BSW;13,509527920;52,454849330;;Schöneweide S-B;
43141;BSWB;13,934918330;51,456606100;;Schwarzbach b Ru;
35410;BSWL;13,127889633;52,631994989;;Schönwalde b N;
109060;BSWO;13,522024155;52,449497228;;Bln-Schönew Ost;
33605;BSWP;13,508680600;52,455148390;;Bln-Schöneweide;
354217;BSZF;13,246186040;52,612854960;;Schulzendorf(Tg);
698555;BT;14,423745760;51,818618140;;Teichland;
30163;BTF;13,383680000;52,470989080;;Bln-Tempelhof;
30759;BTG;13,289295490;52,588988310;;Bln-Tegel;
34421;BTHR;13,260286790;52,247424570;;Thyrow;
34439;BTN;13,229871970;52,217010610;;Trebbin;
40048;BTPI;13,650470800;52,159946600;;Groß Köris;
43240;BTR;13,444106100;51,601239070;;Tröbitz;
32748;BTZ;14,216454540;52,538233510;;Trebnitz (Mark);
34611;BTZN;12,857615340;52,091964650;;Treuenbrietzen;
34603;BTZS;12,881181300;52,080359640;;Treuenbrietzen S;
40758;BUD;14,894323830;51,328176080;;Uhsmannsdorf;
43554;BUK;13,607826810;51,851953420;;Luckau-Uckro;
41897;BUS;14,504768180;51,363192490;;Uhyst;
60962;DPOM;14,575115180;51,159010950;;Pommritz;
62281;DPR;13,508388760;51,250953260;;Priestewitz;
62703;DPRO;13,488553350;51,435076240;;Prösen;
62711;DPRW;13,470019440;51,424831770;;Prösen West;
623801;DPS;13,724991330;51,082132800;;Dre-Pieschen;
90753;DPSA;13,721065521;51,084277639;;Dre-Pieschen Abz;
60566;DPSC;14,138212530;50,943152420;;Porschdorf;
61325;DPT;14,235660230;51,103144160;;Putzkau;
67462;DPU;12,129590310;50,486221170;;Plauen(V) unt Bf;
61895;DPUL;14,013885990;51,188256540;;Pulsnitz;
62430;DPUM;13,607940674;51,091771471;;Pumpspeicherwerk;
109365;DPUS;14,007605910;51,179685991;;Pulsnitz Süd;
67199;DPW;12,113096140;50,493908700;;Plauen (V) West;
67470;DPZ;12,109103090;50,480719290;;Plauen Zellwolle;
104181;DQGF;11,952996254;50,404100243;;Gutenfürst SN/BY;
43380;BEO;14,128984970;51,744456820;;Eichow;
31591;BERK;13,752136230;52,427639131;;Erkner;
35162;BETN;13,001461029;52,547457029;;Elstal;
43489;BEW;13,516571660;51,460054090;;Elsterwerda;
34645;BEZ;12,954991630;52,204067580;;Elsholz;
35394;BFAH;13,039406650;52,588918810;;Falkenh b Nauen;
33522;BFAL;13,475786090;52,511614530;;Bln Frankf Allee;
31849;BFAU;14,515478640;52,310365270;;Fauler See;
33175;BFDF;13,785263370;52,289933200;;Friedersdorf;
870188;BFDG;13,774881363;52,500535668;;Fredersdf DB-Gr;
912294;BFFS;14,549560320;52,324396500;;Frankfurt Strw;
31740;BFGU;14,554867744;52,309351057;;Frankf(O)Gülddf;
912287;BFHG;13,625879288;52,457238488;;Friedrichshg  Bk;
34249;BFHS;13,513011932;52,391132491;;Schönefeld;
31765;BFIH;14,569560250;52,249059220;;Finkenheerd;
31898;BFIK;14,575694630;52,263297760;;Kraftw Finkenh;
35352;BFIN;13,050938150;52,569725630;;Finkenkrug;
152025;KXAW;6,021953300;50,754614350;;Aachen West Gr;
151936;KXH;6,086510780;50,881469220;;Herzogenrath Gr;
151340;KXKK;6,193188600;51,342309700;;Kaldenkirchen Gr;
152900;KZI;6,625714718;50,949302320;;Zieverich;
109357;KZPG;6,67476952;50,69319465;;Zülpich DB-Gr;
154443;KZU;6,813246079;50,657352170;;Zuckerfabrik;
235630;LA;12,443985060;50,996729710;;Altenburg;
909042;LA  W;12,433415540;51,017569170;;Altenburg Pbf W1;
232587;LAB;13,033010990;51,728581180;;Annaburg;
231803;LACF;12,419788830;51,332289860;;Anger-Crottendf;
909962;HAAT;8,958551644;51,770064740;;Altenbek./Tunnel;
211037;HABZ;7,285363956;53,465043840;;Abelitz;
882464;HACC;7,992676996;53,538661910;;Accum;
137463;HACH;9,031055424;53,015892530;;Achim;
130773;HADB;9,760028068;51,577656370;;Adelebsen;
352773;HAH;9,970694090;51,803893050;;Ahlshausen;
135202;HAHM;9,669564601;52,386251210;;Ahlem;
212498;HAHO;8,209360411;52,898542390;;Ahlhorn;
212613;HAHS;7,964396282;52,503478250;;Alfhausen;
139444;HAL;9,944512912;52,026902130;;Almstedt;
130633;HALF;9,818214980;51,981226340;;Alfeld (Leine);
134973;HALG;9,966629191;52,251596660;;Algermissen;
136382;HALI;9,979350242;52,403698870;;Aligse;
135426;HALT;9,904597982;52,376210060;;Ahlten;
135459;HAMI;9,860546854;52,369131990;;H-Anderten-Misbg;
212647;HAMR;7,941742211;52,390399920;;Achmer;
210849;HASD;7,337116494;53,052178140;;Aschendorf;
517045;HASK;;;;Altensalzkoth;
212340;HAUG;7,759993465;53,220843300;;Augustfehn;
137505;HB;8,813593784;53,083182020;;Bremen Hbf;
911805;HB  W;;;;Brm Hbf ehem Bwn;
517276;HBA;;;;Bassel;
133769;HBAD;10,229043180;52,089091390;;Baddeckenstedt;
215103;HBAG;8,777385464;52,631498170;;Barenburg;
130666;HBAN;9,750403028;52,066014180;;Banteln;
210492;HBAR;8,818883341;52,947417170;;Barrien;
210468;HBAS;8,740116220;52,847589030;;Bassum;
215400;HBAV;8,588890350;52,615719400;;Barver;
137497;HBAW;8,906906805;53,051735670;;Brm-Sebaldsb Wbf;
137695;HBB;8,704895124;53,159783890;;Bremen-Burg;
212597;HBBR;7,942514154;52,551073350;;Bersenbrück;
231308;LOEH;13,048596180;51,932190080;;Oehna;
235218;LOH;12,506437590;51,257793330;;Oberholz;
240309;LOL;11,382124360;52,144483690;;Ochtmersleben;
241448;LON;11,576045200;52,049130120;;Osterweddingen;
911034;LOSM;11,977758408;51,765051197;;Ostermark;
241919;LOST;12,030621220;51,783522250;;Osternienburg;
235234;LOTW;12,602187130;51,199737380;;Otterwisch;
240325;LOV;11,269589940;52,141719520;;Ovelgünne;
235333;LPB;12,503130540;51,098535890;;Petergrube;
235648;LPD;12,463279100;50,966157660;;Paditz;
233890;LPE;12,058862920;51,500785490;;Peißen;
205260;MBKG;11,057485970;47,667952500;;Bad Kohlgrub;
205278;MBKK;11,039207860;47,670251140;;Bad Kohlgrub Kur;
23432;MBLH;10,258836610;47,543725600;;Blaichach/Allgäu;
20750;MBLM;10,617938070;48,645097730;;Blindheim;
201491;MBN;12,380941340;47,816466110;;Bernau a Ch;
22400;MBNB;10,090387840;48,254635760;;Bellenberg;
21733;MBOB;10,837813240;48,266395540;;Bobingen;
23168;MBOD;10,411190390;47,678018690;;Bodelsberg;
263657;MBR;11,997959530;48,516020070;;Bruckberg;
201046;MBRK;12,874102180;47,718384150;;Bad Reichenh-Kir;
201053;MBRL;12,881696630;47,731039450;;Bad Reichenhall;
202549;MBRM;11,915290210;47,880861730;;Bruckmühl;
22228;MBRN;10,408518300;48,138566780;;Breitenbrunn/Sch;
202721;MBT;11,573636370;47,760369500;;Bad Tölz;
104148;NQNU;;;;Neustadt(b C)LGr;
104199;NQSC;;;;Schneebg/Amb LGr;
263962;NRA;12,443086390;48,874634010;;Radldorf (Nbay);
911331;NRAAE;;;;Ranna Bk 1;
911332;NRAAZ;;;;Ranna Bk 2;
224063;NRAB;10,925511750;49,111817950;;Ramsberg;
224873;NRAF;10,845868330;49,504229540;;Raindorf;
227207;NRAH;10,843550560;49,374895640;;Raitersaich;
319541;NRAZ;12,134355990;49,015726590;;Reg Hafen Abzw;
229054;NRB;9,710450119;49,961843680;;Rohrbach;
260083;NRBG;11,773129910;50,310549880;;Rothenbürg;
228213;NRC;10,777946160;50,337018230;;Bad Rodach;
223776;NRCH;11,063785220;49,303845110;;Rednitzhembach;
225995;NRCK;9,664653173;50,091157640;;Rieneck;
300350;NRCU;11,049206440;49,312283070;;Rednitzhemb Üst;
220764;NRDF;10,834014060;50,019437030;;Reckendorf;
264655;NREG;13,136331840;48,968572680;;Regen;
223115;NREI;11,373436760;49,514974610;;Reichenschwand;
223735;NREK;11,040008800;49,368360820;;Reichelsd Keller;
220780;NREN;10,814186540;50,060019980;;Rentweinsdorf;
225441;NREZ;9,814184312;49,905387240;;Retzb-Zellingen;
226514;NRF;9,329613785;49,771027910;;Collenberg;
262782;NRGF;12,125140800;49,122044630;;Regenstauf;
262949;NRH;12,099664230;49,011600440;;Regensburg Hbf;
909171;NRH B;;;;Regensburg Bbf;
263087;NRHF;;;;Reg Bayernhafen;
107420;NRHG;12,134568320;49,015988270;;Reg Hafen DB-Gr;
224626;NRHN;10,166267550;50,166222660;;Rottershausen;
227173;NRL;10,898244880;49,400474520;;Roßtal;
222232;NRLB;11,231729070;49,608627010;;Rüsselbach;
264754;NRNU;13,408535600;48,874139240;;Rosenau/Grafenau;
223792;NRO;11,082641370;49,241171320;;Roth;
262923;NROB;12,133997260;49,003850640;;Regensbg Ost;
262477;NROD;12,515879520;49,214525190;;Roding;
260588;NROE;11,997177510;50,074394310;;Röslau;
223149;NRON;11,335576590;49,543840660;;Rollhofen;
263301;NROS;12,151650990;48,987735030;;Burgweinting;
226985;NROT;10,190659830;49,376656040;;Rothenburg o d T;
223313;NRP;11,230716070;49,479261620;;Röthenbach (Peg);
225912;NRPE;11,261469060;49,491528870;;Röthenb-Seespitz;
695056;NRPF;12,049326730;49,011759110;;Regensbg-Prüfe;
225904;NRPG;11,246105760;49,483334700;;Röthenb-Steinb;
263095;NRPH;12,049244080;49,012443530;;Regensbg Prüfe;
222463;NRSL;11,593589840;50,007799800;;Ramsenthal;
223065;NRST;11,480637290;49,597468320;;Rupprechtstegen;
261073;NRT;12,118448090;49,840040570;;Reuth(b Erbend);
225326;NRTD;10,028964340;49,792006280;;Rottendorf;
261560;NRTH;11,995594970;49,623571450;;Röthenbach(Opf);
228221;NRTL;11,031144420;50,288347070;;Rödental;
850750;NRTM;11,050873720;50,296100340;;Rödental Mitte;
260398;NRU;12,032465410;50,250563500;;Rehau;
223206;NRUE;11,231769900;49,491206560;;Rückersd (Mfr);
20875;MNSG;10,117956600;48,430119930;;Nersingen;
205328;MOA;11,057289570;47,599656970;;Oberammergau;
202408;MOBR;11,677818670;48,063696870;;Ottobrunn;
867721;MOBU;11,366858482;48,291359827;;Oberbachern Üst;
221838;NEF;10,996348040;49,552239570;;Eltersdorf;
220608;NEG;10,913826950;50,001507040;;Ebing;
227686;NEGE;10,886704650;49,464676110;;Egersdorf;
224998;NEK;10,709906040;49,555040330;;Emskirchen;
224030;NEL;10,959766920;49,066337800;;Ellingen (Bay);
225532;NELF;9,969107989;50,140478060;;Elfershs-Trimbg;
225698;NEM;9,813607817;49,984870440;;Eußenheim;
223834;NEMN;11,137593110;49,215491080;;Eckersmühlen;
224758;NEN;10,085096870;49,942729630;;Eßleben;
221317;NEO;11,036658440;49,774954260;;Eggolsheim | Hp;
221630;NER;11,001596470;49,595963560;;Erlangen;
909299;NER G;11,001572000;49,587933000;;Erlangen Gbf;
221648;NERB;10,996953820;49,570180180;;Erlangen-Bruck;
108802;NERH;10,996997630;49,569619180;;Erl-Bruck Hp;
260422;NERK;12,141463680;50,186695090;;Erkersreuth;
226373;NERL;9,154580002;49,804524600;;Erlenbach (M);
226928;NERM;10,275526380;49,511898920;;Ermetzhofen;
854570;NERS;10,999357580;49,579306850;;PaulGossenStraße;
229070;NES;9,819275300;49,862753750;;Espenloh;
224949;NESB;10,671524980;49,482171210;;Eschenbach b M E;
222216;NESU;11,198280600;49,575385700;;Eschenau (Mfr);
262980;NET;11,978307350;49,030547690;;Etterzhausen;
225524;NEU;10,027918270;50,149753230;;Euerdorf;
223248;NEW;11,586739590;49,525541090;;Etzelwang;
201749;MRO;12,119242210;47,849993770;;Rosenheim;
263756;MROH;12,551110050;48,298070060;;Rohrbach/Obb;
107386;MROS;12,104414950;47,866940210;;Ro Hochschule;
107091;MROT;12,425354230;47,814633420;;Rottau;
205559;MRP;11,593233990;48,129000460;;Mü Rosenheimerpl;
201210;MRPD;12,648992340;47,762244530;;Ruhpolding;
204487;MRS;11,510193930;48,471078950;;Reichertshsn/Ilm;
201855;MRT;12,136135860;47,988155700;;Rott (Inn);
23499;MRTA;9,953577160;47,620514350;;Röthenbach/Allg;
107092;MRUM;12,568507470;47,824578640;;Rumgraben;
265173;MRUS;13,335135010;48,433582080;;Ruhstorf;
202333;MS;11,553311640;48,122299200;;München Süd;
203406;MSA;11,206722450;48,061105450;;Steinebach;
844233;MSAB;11,105341180;47,964177280;;St Alban;
803189;MSAF;10,970453650;48,275025310;;Mering-St Afra;
263459;MSAL;12,360501020;48,811231860;;Sallach;
200725;MSB;11,861572710;48,193127900;;Markt Schwaben;
201186;MSBD;12,636999460;47,852998820;;Seiboldsdorf;
265165;MSBH;13,381931120;48,454773730;;Sulzbach (Inn);
200121;MSBI;13,022999910;48,262707120;;Simbach (Inn);
201848;MSC;12,126641990;47,926816120;;Schechen;
201392;MSCA;12,570975610;48,059065080;;Schalchen;
264408;MSCG;12,598954870;48,665461400;;Schwaigen;
21519;MSCN;10,978053530;48,212934030;;Schmiechen/Schw;
911325;RLB G;;;;Ludwigs BASF Gbf;
911323;RLB U;;;;Ludwigs BASF Ubf;
911479;RLB W;8,403833558;49,529410700;;Ludwig BASF Werk;
911841;TH  K;9,177252998;49,123783670;;Heilbr-Klingenbg;
909697;TH  S;;;;Heilbr. Gbf Süd;
867788;THAG;9,195935670;49,141010460;;Heilbronn DB/AVG;
292581;THAT;9,027568386;48,080405380;;Hausen i Tal;
293993;THB;8,689200406;48,441424930;;Horb;
911842;THB R;;;;Horb Gbf;
692277;THBH;8,660291159;48,467802620;;Heiligenfeld;
297051;THC;10,169971770;48,625737210;;Herbrechtingen;
293415;THCH;8,968607347;48,359503430;;Hechingen;
337832;THCV;10,205801270;48,626246860;;Vohenstein;
297028;THD;10,156629260;48,680170580;;Heidenheim;
297036;THDM;10,160962600;48,653170940;;Hdhm-Mergelstett;
850057;DAUS;12,708655080;50,596840640;;Aue E-Stadion;
66837;DAUU;12,391448950;50,511537660;;Auerb (V) unt Bf;
330415;DAUW;12,380905151;50,511468446;;Auerb (V) West;
62190;DAZ;13,595409393;51,119660496;;Az;
66506;DBAC;12,494544983;50,688492101;;Cainsdorf Awanst;
60392;DBAG;13,794730510;50,809698620;;Bärenstein (bGl);
67447;DBAM;12,163614550;50,557970280;;Barthmühle;
67264;DBEL;12,256702150;50,296522550;;Bad Elster;
61887;DBH;14,045426880;51,228297010;;Bischheim-Gersd;
60384;DBJ;13,771748980;50,827418310;;Bärenh-Johns;
63990;DBLU;13,291053750;50,671215900;;Blumenau;
67298;DBM;12,311454100;50,217470980;;Bad Brambach;
807636;DBPL;13,746365070;51,072200230;;Dre Bischofplatz;
66696;DBRE;12,746215850;50,476916240;;Breitenbrunn;
64386;DBS;13,029828072;50,508043315;;Bärenstein (Abg);
62364;DBT;13,174974860;51,302617670;;Bornitz (b Osch);
60954;DBTD;14,623801090;51,138098380;;Breitendorf;
65250;DBU;12,812530200;50,915483430;;Burgstädt;
65862;DBUF;12,932131170;50,733150730;;Burkhardtsdorf;
805200;DBUM;12,916348210;50,732878290;;Burkhardtsd Mi;
61036;DBW;14,185264620;51,125252930;;Bischofswerda;
60327;DBWD;13,838261240;50,925052970;;Burkhardsw-Maxen;
60996;DBZ;14,429070650;51,172982140;;Bautzen;
63776;DC;12,931101322;50,840032846;;Chemnitz Hbf;
62422;DCB;13,631560200;51,085182380;;Cossebaude;
240226;LGZ;12,776713700;52,410943330;;Groß Kreutz;
909672;LHAC;11,990289688;51,448256936;;Halle Kasseler B;
230052;LHAD;11,987565280;51,425602270;;Halle-Ammendorf;
102507;LHADB;11,987622280;51,424246040;;Halle-Ammend Bst;
834580;LHAG;;;;Hassel DB-Gr;
909674;LHAL;12,010858970;51,459490610;;Halle Leuchtturm | Abzw;
244434;LHAR;11,068937120;51,885523500;;Harsleben;
240895;LHAS;;;;Hassel (Stendal);
909673;LHAT;11,995010376;51,460665277;;Halle Thür Bahn;
215053;HRAH;8,623763145;52,433703000;;Rahden/Lübbecke;
329391;HRAT;10,038010360;52,363209800;;Ramhorst;
135129;HRBG;9,652122950;52,323607960;;Ronnenberg;
130492;HRDF;9,909931510;51,499733630;;Rosdorf;
138453;HRDK;8,454796976;53,399830540;;Rodenkirchen/Old;
135707;HRER;9,351214017;52,367467120;;Rehren;
216077;HRFD;8,391189993;52,838997400;;Rechterfeld;
216275;HRIE;8,010719290;52,484906180;;Rieste/Bersenbr;
136929;HGBW;9,858007615;52,506524160;;Großburgwedel;
133785;HGDN;10,020060930;52,097711940;;Groß Düngen;
131169;HGE;10,000405240;51,928859120;;Gehrenrode;
210773;HGEE;7,312305560;52,598090600;;Geeste;
117788;HGGL;10,431119140;52,228722030;;Groß Gleidingen;
132472;HGGLO;;;;Gr Gleid Ostkopf;
130203;HGI;10,545259990;52,456192520;;Gifhorn;
131524;HGIF;9,832974430;52,233275630;;Giften;
131730;HGIS;10,542826650;52,479735400;;Gifhorn Stadt;
216010;HGKE;8,542769477;53,035209120;;Ganderkesee;
131961;HGLI;10,550988150;52,276468300;;Brg-Gliesmarode;
912413;HGMGA;;;;Bad Gandersh Abz;
130641;HGOD;9,790740541;52,012077520;;Godenau;
135871;HGOF;8,759620262;52,200235860;;Gohfeld;
133264;HGOH;9,356788977;51,734886540;;Godelheim;
216085;HGOL;8,394342731;52,801097300;;Goldenstedt/Oldb;
212480;HGRK;8,241429891;52,945320900;;Großenkneten;
139071;HGRN;9,909693740;51,522775350;;Grone;
133983;HGS;10,422957100;51,911093120;;Goslar;
